,metabolite_id,pH,amount,amount_units,reference,solvent,hmdb_experiment_number,bmrb_accession,database_of_origin,database_of_origin_id,sample_id,frequency,temperature,temperature_units,data_source,real_spectrum_relative_path,multiplet_id1,multiplet_id2,spectrum_id,j
CP:3347.7,SU:1280,,,,,,,bmse000659,GISSMO,bmse000659,SA:3347,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000659/nmr/set01/1H'],MT:3347.3,MT:3347.4,SP:3347,1.678989
CP:3347.8,SU:1280,,,,,,,bmse000659,GISSMO,bmse000659,SA:3347,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000659/nmr/set01/1H'],MT:3347.4,MT:3347.5,SP:3347,7.5369502
CP:3347.9,SU:1280,,,,,,,bmse000659,GISSMO,bmse000659,SA:3347,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000659/nmr/set01/1H'],MT:3347.6,MT:3347.7,SP:3347,-12.4
CP:3347.10,SU:1280,,,,,,,bmse000659,GISSMO,bmse000659,SA:3347,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000659/nmr/set01/1H'],MT:3347.6,MT:3347.8,SP:3347,6.6720573
CP:3347.11,SU:1280,,,,,,,bmse000659,GISSMO,bmse000659,SA:3347,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000659/nmr/set01/1H'],MT:3347.6,MT:3347.9,SP:3347,6.6720573
CP:3347.12,SU:1280,,,,,,,bmse000659,GISSMO,bmse000659,SA:3347,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000659/nmr/set01/1H'],MT:3347.7,MT:3347.8,SP:3347,6.6720573
CP:3347.13,SU:1280,,,,,,,bmse000659,GISSMO,bmse000659,SA:3347,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000659/nmr/set01/1H'],MT:3347.7,MT:3347.9,SP:3347,6.6720573
CP:3347.14,SU:1280,,,,,,,bmse000659,GISSMO,bmse000659,SA:3347,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000659/nmr/set01/1H'],MT:3347.8,MT:3347.9,SP:3347,-12.4
CP:3348.1,SU:1913,,,,,,,bmse000881,GISSMO,bmse000881,SA:3348,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000881/nmr/set01/1H'],MT:3348.1,MT:3348.2,SP:3348,-14.900001
CP:3348.2,SU:1913,,,,,,,bmse000881,GISSMO,bmse000881,SA:3348,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000881/nmr/set01/1H'],MT:3348.1,MT:3348.3,SP:3348,-14.900001
CP:3348.3,SU:1913,,,,,,,bmse000881,GISSMO,bmse000881,SA:3348,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000881/nmr/set01/1H'],MT:3348.2,MT:3348.3,SP:3348,-14.900001
CP:3348.4,SU:1913,,,,,,,bmse000881,GISSMO,bmse000881,SA:3348,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000881/nmr/set01/1H'],MT:3348.4,MT:3348.5,SP:3348,0.5
CP:3348.5,SU:1913,,,,,,,bmse000881,GISSMO,bmse000881,SA:3348,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000881/nmr/set01/1H'],MT:3348.6,MT:3348.7,SP:3348,-14.900001
CP:3348.6,SU:1913,,,,,,,bmse000881,GISSMO,bmse000881,SA:3348,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000881/nmr/set01/1H'],MT:3348.6,MT:3348.8,SP:3348,-14.900001
CP:3348.7,SU:1913,,,,,,,bmse000881,GISSMO,bmse000881,SA:3348,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000881/nmr/set01/1H'],MT:3348.7,MT:3348.8,SP:3348,-14.900001
CP:3349.1,SU:77,,,,,,,bmse000856,GISSMO,bmse000856,SA:3349,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000856/nmr/set01/1H'],MT:3349.1,MT:3349.2,SP:3349,-11.8586463
CP:3349.2,SU:77,,,,,,,bmse000856,GISSMO,bmse000856,SA:3349,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000856/nmr/set01/1H'],MT:3349.1,MT:3349.5,SP:3349,4.5597724
CP:3349.3,SU:77,,,,,,,bmse000856,GISSMO,bmse000856,SA:3349,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000856/nmr/set01/1H'],MT:3349.2,MT:3349.5,SP:3349,6.5767418
CP:3349.4,SU:77,,,,,,,bmse000856,GISSMO,bmse000856,SA:3349,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000856/nmr/set01/1H'],MT:3349.3,MT:3349.4,SP:3349,-11.8586463
CP:3349.5,SU:77,,,,,,,bmse000856,GISSMO,bmse000856,SA:3349,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000856/nmr/set01/1H'],MT:3349.3,MT:3349.5,SP:3349,6.5767418
CP:3349.6,SU:77,,,,,,,bmse000856,GISSMO,bmse000856,SA:3349,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000856/nmr/set01/1H'],MT:3349.4,MT:3349.5,SP:3349,4.5597724
CP:3350.1,SU:233,,,,,,,bmse000842,GISSMO,bmse000842,SA:3350,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000842/nmr/set01/1H'],MT:3350.1,MT:3350.2,SP:3350,1.7005452
CP:3350.2,SU:233,,,,,,,bmse000842,GISSMO,bmse000842,SA:3350,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000842/nmr/set01/1H'],MT:3350.1,MT:3350.3,SP:3350,1.4099846
CP:3351.1,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.1,MT:3351.2,SP:3351,7.4876871
CP:3351.2,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.1,MT:3351.3,SP:3351,0.5683319
CP:3351.3,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.1,MT:3351.4,SP:3351,7.6509411
CP:3351.4,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.2,MT:3351.3,SP:3351,8.1084495
CP:3351.5,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.2,MT:3351.4,SP:3351,1.0508783
CP:3351.6,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.4,MT:3351.5,SP:3351,2.1571822
CP:3351.7,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.6,MT:3351.7,SP:3351,-12.4
CP:3351.8,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.6,MT:3351.8,SP:3351,6.3223145
CP:3351.9,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.6,MT:3351.9,SP:3351,6.3223145
CP:3351.10,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.7,MT:3351.8,SP:3351,6.3223145
CP:3351.11,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.7,MT:3351.9,SP:3351,6.3223145
CP:3351.12,SU:845,,,,,,,bmse000473,GISSMO,bmse000473,SA:3351,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000473/nmr/set01/1H'],MT:3351.8,MT:3351.9,SP:3351,-12.4
CP:3352.1,SU:1483,,,,,,,bmse000467,GISSMO,bmse000467,SA:3352,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000467/nmr/set01/1H'],MT:3352.1,MT:3352.2,SP:3352,-14.899999
CP:3352.2,SU:1483,,,,,,,bmse000467,GISSMO,bmse000467,SA:3352,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000467/nmr/set01/1H'],MT:3352.1,MT:3352.3,SP:3352,-14.899999
CP:3352.3,SU:1483,,,,,,,bmse000467,GISSMO,bmse000467,SA:3352,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000467/nmr/set01/1H'],MT:3352.1,MT:3352.4,SP:3352,5.6812501
CP:3352.4,SU:1483,,,,,,,bmse000467,GISSMO,bmse000467,SA:3352,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000467/nmr/set01/1H'],MT:3352.2,MT:3352.3,SP:3352,-14.899999
CP:3352.5,SU:1483,,,,,,,bmse000467,GISSMO,bmse000467,SA:3352,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000467/nmr/set01/1H'],MT:3352.2,MT:3352.4,SP:3352,5.6812501
CP:3352.6,SU:1483,,,,,,,bmse000467,GISSMO,bmse000467,SA:3352,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000467/nmr/set01/1H'],MT:3352.3,MT:3352.4,SP:3352,5.6812501
CP:3353.1,SU:535,,,,,,,bmse000329,GISSMO,bmse000329,SA:3353,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000329/nmr/set01/1H'],MT:3353.1,MT:3353.2,SP:3353,8.0470337
CP:3353.2,SU:535,,,,,,,bmse000329,GISSMO,bmse000329,SA:3353,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000329/nmr/set01/1H'],MT:3353.1,MT:3353.3,SP:3353,1.9865234
CP:3353.3,SU:535,,,,,,,bmse000329,GISSMO,bmse000329,SA:3353,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000329/nmr/set01/1H'],MT:3353.4,MT:3353.5,SP:3353,-12.4
CP:3354.1,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.1,MT:3354.2,SP:3354,-14.0
CP:3354.2,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.1,MT:3354.3,SP:3354,5.8
CP:3354.3,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.1,MT:3354.4,SP:3354,5.8
CP:3354.4,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.2,MT:3354.3,SP:3354,5.8
CP:3354.5,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.2,MT:3354.4,SP:3354,5.8
CP:3354.6,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.3,MT:3354.4,SP:3354,-14.0
CP:3354.7,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.5,MT:3354.6,SP:3354,-14.0
CP:3354.8,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.5,MT:3354.7,SP:3354,5.8
CP:3354.9,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.5,MT:3354.8,SP:3354,5.8
CP:3354.10,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.6,MT:3354.7,SP:3354,5.8
CP:3354.11,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.6,MT:3354.8,SP:3354,5.8
CP:3354.12,SU:1552,,,,,,,bmse000513,GISSMO,bmse000513,SA:3354,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000513/nmr/set01/1H'],MT:3354.7,MT:3354.8,SP:3354,-14.0
CP:3355.1,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.1,MT:3355.2,SP:3355,-12.4
CP:3355.2,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.1,MT:3355.3,SP:3355,-12.4
CP:3355.3,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.1,MT:3355.17,SP:3355,6.6447037
CP:3355.4,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.2,MT:3355.3,SP:3355,-12.4
CP:3355.5,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.2,MT:3355.17,SP:3355,6.6447037
CP:3355.6,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.3,MT:3355.17,SP:3355,6.6447037
CP:3355.7,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.4,MT:3355.5,SP:3355,-12.4
CP:3355.8,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.4,MT:3355.6,SP:3355,-12.4
CP:3355.9,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.4,MT:3355.18,SP:3355,6.6447037
CP:3355.10,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.5,MT:3355.6,SP:3355,-12.4
CP:3355.11,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.5,MT:3355.18,SP:3355,6.6447037
CP:3355.12,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.6,MT:3355.18,SP:3355,6.6447037
CP:3355.13,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.7,MT:3355.9,SP:3355,8.059537
CP:3355.14,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.7,MT:3355.15,SP:3355,2.53125
CP:3355.15,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.8,MT:3355.10,SP:3355,8.059537
CP:3355.16,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.8,MT:3355.16,SP:3355,2.53125
CP:3355.17,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.11,MT:3355.12,SP:3355,-13.3601808
CP:3355.18,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.11,MT:3355.17,SP:3355,9.2062277
CP:3355.19,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.12,MT:3355.17,SP:3355,5.0652873
CP:3355.20,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.13,MT:3355.14,SP:3355,-13.3601808
CP:3355.21,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.13,MT:3355.18,SP:3355,9.2062277
CP:3355.22,SU:988,,,,,,,bmse001157,GISSMO,bmse001157,SA:3355,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001157/nmr/set01/1D_1H'],MT:3355.14,MT:3355.18,SP:3355,5.0652873
CP:3356.1,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.1,MT:3356.2,SP:3356,-11.5
CP:3356.2,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.1,MT:3356.3,SP:3356,-11.5
CP:3356.3,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.2,MT:3356.3,SP:3356,-11.5
CP:3356.4,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.4,MT:3356.5,SP:3356,-12.4
CP:3356.5,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.4,MT:3356.6,SP:3356,4.9367329
CP:3356.6,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.4,MT:3356.7,SP:3356,6.7705438
CP:3356.7,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.5,MT:3356.6,SP:3356,8.7974443
CP:3356.8,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.5,MT:3356.7,SP:3356,8.9016981
CP:3356.9,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.6,MT:3356.7,SP:3356,-12.4
CP:3356.10,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.6,MT:3356.8,SP:3356,7.2392022
CP:3356.11,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.6,MT:3356.9,SP:3356,13.0678609
CP:3356.12,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.7,MT:3356.8,SP:3356,4.9659172
CP:3356.13,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.7,MT:3356.9,SP:3356,5.4668992
CP:3356.14,SU:1682,,,,,,,bmse000249,GISSMO,bmse000249,SA:3356,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000249/nmr/set01/1H'],MT:3356.8,MT:3356.9,SP:3356,-12.4
CP:3357.1,SU:1214,,,,,,,bmse001194,GISSMO,bmse001194,SA:3357,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001194/nmr/set01/1D_1H'],MT:3357.2,MT:3357.3,SP:3357,-12.4
CP:3357.2,SU:1214,,,,,,,bmse001194,GISSMO,bmse001194,SA:3357,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001194/nmr/set01/1D_1H'],MT:3357.4,MT:3357.5,SP:3357,1.0731487
CP:3357.3,SU:1214,,,,,,,bmse001194,GISSMO,bmse001194,SA:3357,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001194/nmr/set01/1D_1H'],MT:3357.4,MT:3357.6,SP:3357,8.5792569
CP:3357.4,SU:1214,,,,,,,bmse001194,GISSMO,bmse001194,SA:3357,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001194/nmr/set01/1D_1H'],MT:3357.5,MT:3357.7,SP:3357,8.5792569
CP:3357.5,SU:1214,,,,,,,bmse001194,GISSMO,bmse001194,SA:3357,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse001194/nmr/set01/1D_1H'],MT:3357.6,MT:3357.7,SP:3357,1.1140748
CP:3358.1,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.1,MT:3358.2,SP:3358,-14.1683646
CP:3358.2,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.1,MT:3358.3,SP:3358,11.3796178
CP:3358.3,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.1,MT:3358.4,SP:3358,5.1312004
CP:3358.4,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.1,MT:3358.7,SP:3358,8.6104044
CP:3358.5,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.1,MT:3358.8,SP:3358,9.6165761
CP:3358.6,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.2,MT:3358.3,SP:3358,2.5388906
CP:3358.7,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.2,MT:3358.4,SP:3358,12.2271465
CP:3358.8,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.2,MT:3358.7,SP:3358,2.6602034
CP:3358.9,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.2,MT:3358.8,SP:3358,9.5917523
CP:3358.10,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.3,MT:3358.4,SP:3358,-18.2726786
CP:3358.11,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.3,MT:3358.5,SP:3358,7.6451561
CP:3358.12,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.3,MT:3358.6,SP:3358,2.2739698
CP:3358.13,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.4,MT:3358.5,SP:3358,10.6138668
CP:3358.14,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.4,MT:3358.6,SP:3358,7.1402119
CP:3358.15,SU:560,,,,,,,bmse000063,GISSMO,bmse000063,SA:3358,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000063/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000063/nmr/set01/1']",MT:3358.5,MT:3358.6,SP:3358,-12.424459
