,version,creation_date,update_date,accession,status,name,description,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey,state,chemspider_id,drugbank_id,foodb_id,pubchem_compound_id,pdb_id,chebi_id,phenol_explorer_compound_id,knapsack_id,kegg_id,biocyc_id,bigg_id,wikipedia_id,metlin_id,vmh_id,fbonto_id,synthesis_reference,hmdb_accession
SU:862,5.0,2006-08-13 03:12:33 UTC,2021-09-07 16:45:36 UTC,HMDB0003681,quantified,4-Acetamidobutanoic acid,"4-Acetamidobutanoic acid, also known as 4-acetamidobutanoate or N-acetyl-4-aminobutyric acid, is a member of the class of compounds known as gamma amino acids and derivatives. These compounds are amino acids having an -NH2 group attached to the gamma carbon atom. 4-Acetamidobutanoic acid is soluble in water. 4-Acetamidobutanoic acid can be found in a number of food items such as Rubus species (blackberry, raspberry), cassava, pepper (Capsicum frutescens), and napa cabbage, which makes 4-acetamidobutanoic acid a potential biomarker for the consumption of these food products. 4-Acetamidobutanoic acid can be found in blood, feces, and urine, as well as in human prostate tissue. 4-Acetamidobutanoic acid exists in all eukaryotes, ranging from yeast to humans. 4-Acetamidobutanoic acid is a GABA derivative, a product of the urea cycle and the metabolism of amino groups, and the product of NAD-linked aldehyde dehydrogenase (EC 1.2.1.3) (KEGG).",C6H11NO3,145.1564,145.073893223,4-acetamidobutanoic acid,4-acetamidobutyrate,3025-96-5,CC(=O)NCCCC(O)=O,"InChI=1S/C6H11NO3/c1-5(8)7-4-2-3-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)",UZTFMUBKZQVKLK-UHFFFAOYSA-N,Solid,17180.0,,FDB023214,18189.0,,17645.0,,,C02946,,1446095.0,,,4AABUTN,,,HMDB0003681
SU:865,5.0,2006-08-13 07:07:14 UTC,2021-09-14 15:20:04 UTC,HMDB0003911,quantified,3-Aminoisobutanoic acid,"3-Aminoisobutanoic acid, also known as b-aminoisobutyrate or 2-methyl-beta-alanine, belongs to the class of organic compounds known as beta amino acids and derivatives. These are amino acids having a (-NH2) group attached to the beta carbon atom. 3-Aminoisobutanoic acid is a very hydrophobic molecule, practically insoluble in water, and relatively neutral. 3-Aminoisobutanoic acid exists in all eukaryotes, ranging from yeast to humans. 3-aminoisobutanoic acid can be biosynthesized from ureidoisobutyric acid; which is mediated by the enzyme Beta-ureidopropionase. In humans, 3-aminoisobutanoic acid is involved in the metabolic disorder called the beta-ureidopropionase deficiency pathway. Beta-ureidopropionase deficiency is an inborn error of pyrimidine degradation associated with neurological abnormalities (OMIM 606673). 3-Aminoisobutanoic acid is a potentially toxic compound.",C4H9NO2,103.1198,103.063328537,3-amino-2-methylpropanoic acid,(+)-β-aminoisobutyric acid,144-90-1,CC(CN)C(O)=O,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QCHPKSFMDHPSNR-UHFFFAOYSA-N,Solid,58481.0,,FDB023248,64956.0,,27389.0,,,C05145,3-AMINO-ISOBUTYRATE,41519.0,3-Aminoisobutyric_acid,5472.0,,,"Balenovic, K.; Jambresic, I.; Ranogajec, I. Preparation of b-aminoisobutyric acid from glycine via the Wolff rearrangement of diazoethyl ketones. Croatica Chemica Acta (1957), 29 87-92. ",HMDB0003911
SU:866,5.0,2006-08-13 08:10:37 UTC,2021-09-14 15:46:13 UTC,HMDB0003966,quantified,Selenomethionine,"Selenomethionine (CAS: 1464-42-2) is an amino acid containing selenium that cannot be synthesized by higher animals but can be obtained from plant material. Selenomethionine is the major seleno-compound in cereal grains (wheat grain, maize, and rice), soybeans, and enriched yeast. Seleno-compounds present in plants may have a profound effect on the health of animals and human subjects. It is now known that the total Se content cannot be used as an indication of its efficacy, but knowledge of individual selenocompounds is necessary to fully assess the significance. Thus, speciation of the seleno-compounds has moved to the forefront. Since animals and man are dependent upon plants for their nutritional requirements, this makes the types of seleno-compounds in plants even more critical. Se enters the food chain through incorporation into plant proteins, mostly as selenocysteine and selenomethionine at normal Se levels. There are two possible pathways for the catabolism of selenomethionine. One is the transsulfuration pathway via selenocystathionine to produce selenocysteine, which in turn is degraded into H2Se by the enzyme beta-lyase. The other pathway is the transamination-decarboxylation pathway. It was estimated that 90% of methionine is metabolized through this pathway and thus could be also the major route for selenomethionine catabolism (PMID:14748935).",C5H11NO2Se,196.11,196.995500429,(2S)-2-amino-4-(methylselanyl)butanoic acid,L-selenomethionine,3211-76-5,C[Se]CC[C@H](N)C(O)=O,"InChI=1S/C5H11NO2Se/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",RJFAYQIBOAGBLC-BYPYZUCNSA-N,Solid,,DB11142,FDB012156,105024.0,,30021.0,,,C05335,SELENOMETHIONINE,,Selenomethionine,,SELMETH,,"Jakubke, Hans D.; Fischer, J.; Jost, Karel; Rudinger, Josef.  Amino acids and peptides.  LXXXVI.  Synthesis of L-selenomethionine, L-selenoethionine, and their tert-butoxy-carbonyl derivatives.    Collection of Czechoslovak Chemical Communications  (1968),  33(11),  3910-12. ",HMDB0003966
SU:867,5.0,2006-08-13 09:32:39 UTC,2021-09-14 15:40:12 UTC,HMDB0004041,quantified,L-Allothreonine,"L-allothreonine is the L-enantiomer of allothreonine. It has a role as an Escherichia coli metabolite and a Saccharomyces cerevisiae metabolite. It is an enantiomer of a D-allothreonine. It is a tautomer of a L-allothreonine zwitterion. Allothreonine is the substrate of the enzyme Serine hydroxymethyltransferase1 (SHMT, EC 2.1.2.1), a human cytoplasmic mRNA binding protein. SHMT uses pyridoxal 5'-phosphate (PLP) and tetrahydropteroylglutamate (H4PteGlu) as coenzymes and catalyzes the reversible interconversion of serine and glycine. In addition to these physiological reactions, SHMT also catalyzes, in the absence of H4PteGlu, the retroaldol cleavage of several 3-hydroxyamino acids, such as allothreonine. Allothreonine is a plant metabolite that appears in the human diet in variable concentrations depending on: plant species, physiological changes during plant growth, senescence, and reactions to environmental stress or to changes due to plant transformation (PMID:10858298, 10952545).",C4H9NO3,119.1192,119.058243159,"(2S,3S)-2-amino-3-hydroxybutanoic acid",L-allothreonine,24830-94-2,C[C@H](O)[C@H](N)C(O)=O,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m0/s1",AYFVYJQAPQTCCC-HRFVKAFMSA-N,Solid,89699.0,,FDB023287,99289.0,,28718.0,,C00054661,C05519,L-ALLO-THREONINE,,Threonine,7007.0,,,"Shiraiwa, Tadashi; Fukuda, Keiji; Kubo, Motoki.  Preparation of optically active allothreonine via optical resolution by replacing crystallization.    Chemical & Pharmaceutical Bulletin  (2002),  50(2),  287-291.",HMDB0004041
SU:870,5.0,2006-08-13 10:47:12 UTC,2021-09-07 16:45:36 UTC,HMDB0004095,quantified,5-Methoxytryptamine,"5-Methoxytryptamine, also known as mexamine or 5-MT, belongs to the class of organic compounds known as tryptamines and derivatives. Tryptamines and derivatives are compounds containing the tryptamine backbone, which is structurally characterized by an indole ring substituted at the 3-position by an ethanamine. It is biosynthesized via the deacetylation of melatonin in the pineal gland. 5-MT acts as a full agonist at the 5-HT1, 5-HT2, 5-HT4, 5-HT6, and 5-HT7 receptors. 5-Methoxytryptamine exists in all living organisms, ranging from bacteria to humans. Its affinity for the 5-HT5A receptor is unknown. It has no affinity for the 5-HT3 receptor and is affinity for the 5-HT1E receptor is very weak in comparison to the other 5-HT1 receptors. 5-MT has been shown to occur naturally in the body in low levels.",C11H14N2O,190.2417,190.11061308,2-(5-methoxy-1H-indol-3-yl)ethan-1-amine,5 methoxytryptamine,608-07-1,COC1=CC2=C(NC=C2CCN)C=C1,"InChI=1S/C11H14N2O/c1-14-9-2-3-11-10(6-9)8(4-5-12)7-13-11/h2-3,6-7,13H,4-5,12H2,1H3",JTEJPPKMYBDEMY-UHFFFAOYSA-N,Solid,1767.0,,FDB023311,1833.0,,2089.0,,,C05659,CPD-12018,,5-Methoxytryptamine,7015.0,,,"Szmuszkovicz, J.; Anthony, W. C.; Heinzelman, R. V. N-Acetyl-5-methoxytryptamine. Journal of Organic Chemistry (1960), 25 857-9.",HMDB0004095
SU:872,5.0,2006-08-13 11:11:24 UTC,2021-09-07 16:45:36 UTC,HMDB0004110,expected,Phosphonoacetate,"Phosphonoacetate, also known as fosfonet or phosphonacetic acid, belongs to the class of organic compounds known as organic phosphonic acids. These are organic compounds containing phosphonic acid. Phosphonoacetate exists in all living organisms, ranging from bacteria to humans.",C2H5O5P,140.0319,139.987459782,2-phosphonoacetic acid,phosphonoacetic acid,4408-78-0,OC(=O)CP(O)(O)=O,"InChI=1S/C2H5O5P/c3-2(4)1-8(5,6)7/h1H2,(H,3,4)(H2,5,6,7)",XUYJLQHKOGNDPB-UHFFFAOYSA-N,Solid,531.0,DB02823,FDB023313,546.0,PAE,15732.0,,,C05682,CPD-764,,,7018.0,,,"Dellinger Douglas J; Sheehan David M; Christensen Nanna K; Lindberg James G; Caruthers Marvin H  Solid-phase chemical synthesis of phosphonoacetate and thiophosphonoacetate oligodeoxynucleotides.    Journal of the American Chemical Society  (2003),  125(4),  940-50.",HMDB0004110
SU:872,5.0,2006-08-13 11:11:24 UTC,2021-09-07 16:45:36 UTC,HMDB0004110,expected,Phosphonoacetate,"Phosphonoacetate, also known as fosfonet or phosphonacetic acid, belongs to the class of organic compounds known as organic phosphonic acids. These are organic compounds containing phosphonic acid. Phosphonoacetate exists in all living organisms, ranging from bacteria to humans.",C2H5O5P,140.0319,139.987459782,2-phosphonoacetic acid,phosphonoacetic acid,4408-78-0,OC(=O)CP(O)(O)=O,"InChI=1S/C2H5O5P/c3-2(4)1-8(5,6)7/h1H2,(H,3,4)(H2,5,6,7)",XUYJLQHKOGNDPB-UHFFFAOYSA-N,Solid,531.0,DB02823,FDB023313,546.0,PAE,15732.0,,,C05682,CPD-764,,,7018.0,,,"Dellinger Douglas J; Sheehan David M; Christensen Nanna K; Lindberg James G; Caruthers Marvin H  Solid-phase chemical synthesis of phosphonoacetate and thiophosphonoacetate oligodeoxynucleotides.    Journal of the American Chemical Society  (2003),  125(4),  940-50.",HMDB0004110
SU:872,5.0,2006-08-13 11:11:24 UTC,2021-09-07 16:45:36 UTC,HMDB0004110,expected,Phosphonoacetate,"Phosphonoacetate, also known as fosfonet or phosphonacetic acid, belongs to the class of organic compounds known as organic phosphonic acids. These are organic compounds containing phosphonic acid. Phosphonoacetate exists in all living organisms, ranging from bacteria to humans.",C2H5O5P,140.0319,139.987459782,2-phosphonoacetic acid,phosphonoacetic acid,4408-78-0,OC(=O)CP(O)(O)=O,"InChI=1S/C2H5O5P/c3-2(4)1-8(5,6)7/h1H2,(H,3,4)(H2,5,6,7)",XUYJLQHKOGNDPB-UHFFFAOYSA-N,Solid,531.0,DB02823,FDB023313,546.0,PAE,15732.0,,,C05682,CPD-764,,,7018.0,,,"Dellinger Douglas J; Sheehan David M; Christensen Nanna K; Lindberg James G; Caruthers Marvin H  Solid-phase chemical synthesis of phosphonoacetate and thiophosphonoacetate oligodeoxynucleotides.    Journal of the American Chemical Society  (2003),  125(4),  940-50.",HMDB0004110
SU:876,5.0,2006-08-13 16:05:03 UTC,2021-10-13 04:43:32 UTC,HMDB0004284,quantified,Tyrosol,"Tyrosol is a phenolic compound present in two of the traditional components of the Mediterranean diet: wine and virgin olive oil. The presence of tyrosol has been described in red and white wines. Tyrosol is also present in vermouth and beer. Tyrosol has been shown to be able to exert antioxidant activity in vitro studies. Oxidation of low-density lipoprotein (LDL) appears to occur predominantly in arterial intimae in microdomains sequestered from antioxidants of plasma. The antioxidant content of the LDL particle is critical for its protection. The ability of tyrosol to bind human LDL has been reported. The bioavailability of tyrosol in humans from virgin olive oil in its natural form has been demonstrated. Urinary tyrosol increases, reaching a peak at 0-4 h after virgin olive oil administration. Men and women show a different pattern of urinary excretion of tyrosol. Moreover, tyrosol is absorbed in a dose-dependent manner after sustained and moderate doses of virgin olive oil. Tyrosol from wine or virgin olive oil could exert beneficial effects on human health in vivo if its biological properties are confirmed (PMID 15134375). Tyrosol is a microbial metabolite found in Bifidobacterium, Escherichia and Lactobacillus (PMID:28393285).",C8H10O2,138.1638,138.068079564,4-(2-hydroxyethyl)phenol,tyrosol,501-94-0,OCCC1=CC=C(O)C=C1,"InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2",YCCILVSKPBXVIP-UHFFFAOYSA-N,Solid,9964.0,,FDB012695,10393.0,,1879.0,673.0,C00029515,C06044,CPD3O-4151,,Tyrosol,7044.0,,,"Zheng, Hong; Gao, Wenfang; Ji, Xueshi; Zhang, Shoufang.  Improved method for synthesis of Tyrosol.    Zhongguo Yaowu Huaxue Zazhi  (2002),  12(3),  166-167.",HMDB0004284
SU:877,5.0,2006-08-13 16:24:27 UTC,2021-10-13 04:43:33 UTC,HMDB0004296,expected,Acrylamide,"Acrylamide (or acrylic amide) is an organic compound with the chemical formula CH2=CHC(O)NH2. It is a white odorless solid, soluble in water and several organic solvents. It is produced industrially as a precursor to polyacrylamides, which find many uses as water-soluble thickeners and flocculation agents. It is highly toxic, likely to be carcinogenic,and partly for that reason it is mainly handled as an aqueous solution. It is a chemical used in many industries around the world and more recently was found to form naturally in foods cooked at high temperatures. Acrylamide is a neurotoxicant, reproductive toxicant, and carcinogen in animal species. Only the neurotoxic effects have been observed in humans and only at high levels of exposure in occupational settings. The mechanism underlying neurotoxic effects of ACR may be basic to the other toxic effects seen in animals. This mechanism involves interference with the kinesin-related motor proteins in nerve cells or with fusion proteins in the formation of vesicles at the nerve terminus and eventual cell death. Neurotoxicity and resulting behavioral changes can affect reproductive performance of ACR-exposed laboratory animals with resulting decreased reproductive performance. Further, the kinesin motor proteins are important in sperm motility, which could alter reproduction parameters. Effects on kinesin proteins could also explain some of the genotoxic effects on ACR. These proteins form the spindle fibers in the nucleus that function in the separation of chromosomes during cell division. This could explain the clastogenic effects of the chemical noted in a number of tests for genotoxicity and assays for germ cell damage. Other mechanisms underlying ACR-induced carcinogenesis or nerve toxicity are likely related to an affinity for sulfhydryl groups on proteins. Binding of the sulfhydryl groups could inactive proteins/enzymes involved in DNA repair and other critical cell functions. Direct interaction with DNA may or may not be a major mechanism for cancer induction in animals. The DNA adducts that form do not correlate with tumor sites and ACR is mostly negative in gene mutation assays except at high doses that may not be achievable in the diet. All epidemiologic studies fail to show any increased risk of cancer from either high-level occupational exposure or the low levels found in the diet. In fact, two of the epidemiologic studies show a decrease in cancer of the large bowel. A number of risk assessment studies were performed to estimate increased cancer risk. The results of these studies are highly variable depending on the model. There is universal consensus among international food safety groups in all countries that examined the issue of ACR in the diet that not enough information is available at this time to make informed decisions on which to base any regulatory action. Too little is known about levels of this chemical in different foods and the potential risk from dietary exposure. Avoidance of foods containing ACR would result in worse health issues from an unbalanced diet or pathogens from under cooked foods. There is some consensus that low levels of ACR in the diet are not a concern for neurotoxicity or reproductive toxicity in humans, although further research is need to study the long-term, low-level cumulative effects on the nervous system. Any relationship to cancer risk from dietary exposure is hypothetical at this point and awaits more definitive studies. (PMID:17492525).",C3H5NO,71.0779,71.037113787,prop-2-enamide,acrylamide,79-06-1,NC(=O)C=C,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",HRPVXLWXLXDGHG-UHFFFAOYSA-N,Solid,6331.0,,FDB008308,6579.0,,28619.0,,C00032372,C01659,CPD-2204,,Acrylamide,,AA,,,HMDB0004296
SU:879,5.0,2006-08-13 16:50:24 UTC,2021-09-07 16:45:36 UTC,HMDB0004327,quantified,1-Butanol,"1-Butanol, which is also known as n-butanol or 1-butanol or butyl alcohol (sometimes also called biobutanol when produced biologically), is an alcohol with a 4 carbon structure and the molecular formula of C4H10O. It is primarily used as a solvent, as an intermediate in chemical synthesis, and as a fuel. There are four isomeric structures for butanol. The straight chain isomer with the alcohol at an internal carbon is sec-butanol or 2-butanol. The branched isomer with the alcohol at a terminal carbon is isobutanol, and the branched isomer with the alcohol at the internal carbon is tert-butanol. 1-Butanol is produced in small amounts by gut microbial fermenetation through the butanoate metabolic pathway. It has been found in Bacillus, Clostridium, Escherichia, Lactobacillus, Pseudomonas, Saccharomyces, Synechococcus and Thermoanaerobacterium.",C4H10O,74.1216,74.073164942,butan-1-ol,butanol,71-36-3,CCCCO,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,Liquid,258.0,DB02145,FDB031032,263.0,1BO,28885.0,,C00035814,C06142,BUTANOL,,N-Butanol,7052.0,BTOH,,"Tsuchida, Takashi; Sakuma, Shuji.  Ethanol to 1-butanol on hydroxyapatite.    Shokubai  (2007),  49(3),  238-243. ",HMDB0004327
SU:881,5.0,2006-08-13 18:57:19 UTC,2021-10-13 04:43:45 UTC,HMDB0004437,detected,Diethanolamine,"Diethanolamine, often abbreviated as DEA, is an organic chemical compound which is both a secondary amine and a dialcohol. A dialcohol has two hydroxyl groups in its molecule. Like other amines, diethanolamine acts as a weak base. Diethanolamine is widely used in the preparation of diethanolamides and diethanolamine salts of long-chain fatty acids that are formulated into soaps and surfactants used in liquid laundry and dishwashing detergents, cosmetics, shampoos, and hair conditioners. Diethanolamine is also used in textile processing, in industrial gas purification to remove acid gases, as an anticorrosion agent in metalworking fluids, and in preparations of agricultural chemicals. Aqueous diethanolamine solutions are used as solvents for numerous drugs that are administered intravenously.",C4H11NO2,105.1356,105.078978601,2-[(2-hydroxyethyl)amino]ethan-1-ol,diethanolamine,111-42-2,OCCNCCO,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",ZBCBWPMODOFKDW-UHFFFAOYSA-N,Solid,13835604.0,,FDB023372,8113.0,,28123.0,,,C06772,,,Diethanolamine,3239.0,,,"Peschel, Werner; Hildebrandt, Axel; Bessling, Bernd.  Continuous process for the synthesis of monoethanolamine, diethanolamine and triethanolamine via the addition reaction of ammonia with ethylene oxide in the presence of water as a catalyst.    Eur. Pat. Appl.  (2003),     11 pp. ",HMDB0004437
SU:886,5.0,2006-08-24 09:23:35 UTC,2020-10-09 21:09:12 UTC,HMDB0004811,quantified,"2,4-Dichlorophenol","2,4-Dichlorophenol is a chlorinated organic chemical due to environmental exposure, that can be detected in breast milk. The free species of phenols and chlorinated organic appear to be most prevalent in milk. (PMID 16377264 ).",C6H4Cl2O,163.001,161.963920164,"2,4-dichlorophenol","2,4-dichlorophenol",120-83-2,OC1=CC=C(Cl)C=C1Cl,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N,Solid,8140.0,,FDB023422,8449.0,,16738.0,,,C02625,24-DICHLOROPHENOL,,"2,4-Dichlorophenol",7075.0,,,"Ziegler, Erich; Simmler, Inge.  Acid condensation of 2,4-dichlorophenol with trioxymethylene.    Berichte der Deutschen Chemischen Gesellschaft [Abteilung] B: Abhandlungen  (1941),  74B  1871-9. ",HMDB0004811
SU:911,5.0,2007-01-22 21:47:08 UTC,2021-10-13 04:47:25 UTC,HMDB0005794,quantified,Quercetin,"Quercetin is a flavonoid widely distributed in many plants and fruits including red grapes, citrus fruit, tomato, broccoli and other leafy green vegetables, and a number of berries, including raspberries and cranberries. Quercetin itself (aglycone quercetin), as opposed to quercetin glycosides, is not a normal dietary component. Quercetin glycosides are converted to phenolic acids as they pass through the gastrointestinal tract. Quercetin has neither been confirmed scientifically as a specific therapeutic for any condition nor been approved by any regulatory agency. The U.S. Food and Drug Administration has not approved any health claims for quercetin. Nevertheless, the interest in dietary flavonoids has grown after the publication of several epidemiological studies showing an inverse correlation between dietary consumption of flavonols and flavones and reduced incidence and mortality from cardiovascular disease and cancer. In recent years, a large amount of experimental and some clinical data have accumulated regarding the effects of flavonoids on the endothelium under physiological and pathological conditions. The meta-analysis of seven prospective cohort studies concluded that the individuals in the top third of dietary flavonol intake are associated with a reduced risk of mortality from coronary heart disease as compared with those in the bottom third, after adjustment for known risk factors and other dietary components. A limited number of intervention studies with flavonoids and flavonoid containing foods and extracts has been performed in several pathological conditions (PMID:17015250).",C15H10O7,302.2357,302.042652674,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one",quercetin,117-39-5,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",REFJWTPEDVJJIY-UHFFFAOYSA-N,Solid,4444051.0,DB04216,FDB011904,5280343.0,QUE,16243.0,291.0,C00004631,C00389,CPD-520,,Quercetin,,,,"Krewson, Charles F.  Colloidal flavonols.    (1953),     US  2637725  19530505  CAN 47:42700  AN 1953:42700  ",HMDB0005794
SU:913,5.0,2007-01-22 22:44:31 UTC,2021-10-13 04:47:29 UTC,HMDB0005801,quantified,Kaempferol,"Kaempferol, also known as rhamnolutein or c.i. 75640, belongs to the class of organic compounds known as flavonols. Flavonols are compounds that contain a flavone (2-phenyl-1-benzopyran-4-one) backbone carrying a hydroxyl group at the 3-position. Thus, kaempferol is considered to be a flavonoid molecule. A tetrahydroxyflavone in which the four hydroxy groups are located at positions 3, 5, 7 and 4'. Kaempferol is a very hydrophobic molecule, practically insoluble in water, and relatively neutral. Kaempferol exists in all eukaryotes, ranging from yeast to humans. Kaempferol is a bitter tasting compound. Kaempferol is found, on average, in the highest concentration within a few different foods, such as saffrons, capers, and cumins and in a lower concentration in lovages, endives, and cloves. Kaempferol has also been detected, but not quantified, in several different foods, such as shallots, pine nuts, feijoa, kombus, and chicory leaves. This could make kaempferol a potential biomarker for the consumption of these foods. Kaempferol is a potentially toxic compound.",C15H10O6,286.2363,286.047738052,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one",kaempferol,520-18-3,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",IYRMWMYZSQPJKC-UHFFFAOYSA-N,Solid,4444395.0,DB01852,FDB000633,5280863.0,KMP,28499.0,290.0,C00004565,C05903,CPD1F-90,,kaempferol,,,,"Wuth, B.  Indigo Yellow.    Faerber-Zeitung  (1912),  22  343-5.  CODEN: FAZTAZ  CAN 6:966  AN 1912:966    ",HMDB0005801
SU:915,5.0,2007-01-22 23:51:51 UTC,2021-10-13 04:47:30 UTC,HMDB0005805,detected,p-Cymene,"Cymene, or p-cymene also known as p-cymol or isopropyltoluene, is a naturally occurring aromatic organic compound. It is classified as a hydrocarbon related to a monoterpene. Its structure consists of a benzene ring para-substituted with a methyl group and an isopropyl group. It is insoluble in water, but miscible with ethanol and ether. Cymene is a constituent of a number of essential oils, most commonly the oil of cumin and thyme. There are two less common geometric isomers. o-Cymene, in which the alkyl groups are ortho-substituted, and m-cymene, in which they are meta-substituted. p-Cymene is the only natural isomer. Cymene is a common ligand for ruthenium. ",C10H14,134.222,134.109550451,1-methyl-4-(propan-2-yl)benzene,cymene,99-87-6,CC(C)C1=CC=C(C)C=C1,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",HFPZCAJZSCWRBC-UHFFFAOYSA-N,Liquid,7183.0,,FDB017358,7463.0,,28768.0,,C00003040,C06575,CPD-1001,,P-cymene,,,,"Fevre, Catherine G. Le; Fevre, Raymond J. W. Le; Robertson, Kathleen W. Dipole moments of p-cymene, 2- and 3-halogeno-pcymenes, carvacrol and thymol, p-ethyltoluene, p-tert-butyltoluene, 1,3-dimethyl-5-tert-butylbenzene, tert-butyl-benzene and its p-nitro",HMDB0005805
SU:917,5.0,2007-01-23 13:04:37 UTC,2021-10-13 04:47:31 UTC,HMDB0005807,quantified,Gallic acid,"Gallic acid is an organic acid, also known as 3,4,5-trihydroxybenzoic acid, found in gallnuts, sumac, witch hazel, tea leaves, oak bark, and other plants. The chemical formula is C6H2(OH)3CO2H. Gallic acid is widely distributed in plants and is found both free and as part of tannins. It is commonly used in the pharmaceutical industry. Gallic acid can also be used to synthesize the hallucinogenic alkaloid mescaline, also known as 3,4,5-trimethoxyphenethylamine. Salts and esters of gallic acid are termed gallates. Gallic acid has been found to be s metabolite of Aspergillus (PMID:24031294).",C7H6O5,170.12,170.021523293,"3,4,5-trihydroxybenzoic acid",galop,149-91-7,OC(=O)C1=CC(O)=C(O)C(O)=C1,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",LNTHITQWFMADLM-UHFFFAOYSA-N,Solid,361.0,,FDB000662,370.0,,30778.0,413.0,C00002647,C01424,CPD-183,,Gallic_acid,3295.0,,,"Cheng K F; Yip C S; Yeung H W; Kong Y C  Leonurine, an improved synthesis.    Experientia  (1979),  35(5),  571-2.  PubMed ID 446644 ",HMDB0005807
SU:935,5.0,2007-05-23 11:08:59 UTC,2021-10-13 04:48:58 UTC,HMDB0006478,quantified,Isovaleraldehyde,"Iso-Valeraldehyde, also known as isoamyl aldehyde or 3-methyl-butanal, belongs to the class of organic compounds known as alpha-hydrogen aldehydes. These are aldehydes with the general formula HC(H)(R)C(=O)H, where R is an organyl group. Iso-Valeraldehyde exists in all eukaryotes, ranging from yeast to humans. Iso-Valeraldehyde is an aldehydic, chocolate, and ethereal tasting compound. Iso-Valeraldehyde is found, on average, in the highest concentration within a few different foods, such as milk (cow), beers, and taco and in a lower concentration in kohlrabis, corns, and tortilla. Iso-Valeraldehyde has also been detected, but not quantified, in several different foods, such as muskmelons, highbush blueberries, fenugreeks, hazelnuts, and dills. This could make iso-valeraldehyde a potential biomarker for the consumption of these foods. A methylbutanal that is butanal substituted by a methyl group at position 3. Iso-Valeraldehyde, with regard to humans, has been found to be associated with several diseases such as ulcerative colitis, crohn's disease, perillyl alcohol administration for cancer treatment, and hepatic encephalopathy; iso-valeraldehyde has also been linked to the inborn metabolic disorder celiac disease.",C5H10O,86.1323,86.073164942,3-methylbutanal,isovaleraldehyde,590-86-3,CC(C)CC=O,"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3",YGHRJJRRZDOVPD-UHFFFAOYSA-N,Liquid,11065.0,,FDB003285,11552.0,,16638.0,,C00048949,C07329,CPD-7031,,Isovaleraldehyde,,,,"Roelen, O.  Synthesis of aldehydes and derivatives from olefins, carbon monoxide, and hydrogen.    Angew. Chem.  (1948),  A60  62.  CAN 44:46679  AN 1950:46679 ",HMDB0006478
